Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	170	172	180	185	220	221	222	Notes
London-North-Eastern	1000	1	LN175	SSE	Sleaford South Jn –  Sleaford East Jn	0	00	0	43	Y	N	Y	N	N	N	Y	
London-North-Eastern	1000	2	LN180	SNW	Sleaford West Jn –  Sleaford North Jn	1	34	3	42	Y	N	Y	N	N	N	Y	
London-North-Eastern	1000	3	LN185	GRS4	"Site of Former Firsby East Jn -
Skegness"	0	28	9	17	Y	N	N	N	N	N	N	
London-North-Eastern	1000	4	LN190	ACD	"Allington East Jn – Allington North Jn
(Allington Chord)"	0	00	0	25	N	N	Y	N	N	N	Y	
London-North-Eastern	1000	5	LN195	NOG1	"Nottingham Branch Jn – Route
Boundary (LN3635) (Rectory Jn SB)"	106	08	111	60	Y	N	R1	N	N	N	R2	"R1Prohibited between Allington West Jn and Route
Boundary (LN3635) (Rectory Jn SB)
R2Between Allington West Jn and Route Boundary
(LN3635) (Rectory Jn SB), when accelerating from a
stand at any red signal a maximum of 50% power shall
be applied until the next proceed aspect is observed"
London-North-Eastern	1000	6	LN200	NOB3	Wrawby Jn – Pelham Street Jn	12	55	41	26	Y	N	N	N	N	N	N	
London-North-Eastern	1000	7	LN206	NOB1	"Route Boundary (LN3625) (Nottingham
East Jn) – Coulson Change of  ELR"	16	02	32	00	Y	N	R1	N	N	N	Y	"R1Prohibited between Route Boundary (LN3625)
(Nottingham East Jn) and Newark Crossing East Jn"
London-North-Eastern	1000	8	LN206	NOB2	"Coulson Change of  ELR – Boultham
Jn"	32	00	32	40	Y	N	Y	N	N	N	Y	
London-North-Eastern	1000	9	LN206	NOB2	Boultham Jn – West Holmes Jn	32	40	32	70	Y	N	Y	N	N	N	Y	
London-North-Eastern	1000	10	LN210	NSE	"Newark Crossing South Jn – Newark
Crossing East Jn"	0	00	0	21	Y	N	Y	N	N	N	Y	
London-North-Eastern	1000	11	LN215	BHP	Boultham Jn – Pyewipe Jn	0	00	0	65	Y	N	Y	N	N	N	N	
London-North-Eastern	1000	12	LN220	BCB	essacarr Jn – Black Carr Jn	115	72	116	44	Y	N	Y	Y	N	N	N	
London-North-Eastern	1000	13	LN235	FWR1	ossington Colliery Jn – End of Line	152	12	151	69	N	N	N	N	N	N	N	
London-North-Eastern	1000	14	LN235	FWR2	ossington Colliery – End of Line	153	31	151	69	N	N	N	N	N	N	N	
London-North-Eastern	1000	15	LN600	ECM2	haftholme Jn – Temple Hirst Jn	160	16	169	16	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	16	LN600	ECM3	emple Hirst Jn – Colton Jn	169	16	182	79	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	17	LN600	ECM4	olton Jn – Colton North Jn	182	79	183	65	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	18	LN600	ECM4	olton North Jn – York Station	183	65	188	40	"R1
R2
R3"	N	Y	Y	Y	Y	Y	"1Prohibited York platforms 1 and 6 when laden
25mph York platforms 1 and 6
3Prohibited York platforms 1 and 6 with deflated
suspension"
London-North-Eastern	1000	19	LN600	ECM5	ork Station – Birtley Jn	0	00	75	26	N	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	20	LN600	ECM5	"irtley Jn – Low Fell Jn (including via
yne Yard)"	75	26	77	37	N	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	21	LN600	ECM5	"ow Fell Jn – King Edward Bridge
outh Jn"	77	37	79	42	N	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	22	LN600	ECM5	"ing Edward Bridge South Jn –
ewcastle West Jn"	79	42	80	05	N	N	Y	Y	Y	Y	Y	
London-North-Eastern	1000	23	LN600	ECM6	ewcastle West Jn – Newcastle	80	05	80	16	N	N	R1	R2	Y	Y	R3	"1Prohibited Newcastle platforms 9 and 10
2Prohibited Newcastle platform 9 with deflated
suspension
3Prohibited Newcastle Station platforms 5, 6, 7, 8, 9, 10,
11 and 12"
